offset,threshold,correct,max_matches,true_positive,true_negative,false_positive,false_negative,accuracy,precision,recall,f1_score,extra_info
80,60,92,10,92,0,284,2,0.243386243386243,0.24468085106383,0.978723404255319,0.391489361702128,"feature, flann, threshold - orb - dilated_1px - 0.05"
80,60,92,20,92,0,284,2,0.243386243386243,0.24468085106383,0.978723404255319,0.391489361702128,"feature, flann, threshold - orb - dilated_1px - 0.05"
