40;20;179;0;0;0;179;199
40;20;177;10;1;3;176;198
40;20;177;20;1;3;176;198
40;35;179;0;0;0;179;199
40;35;176;10;2;5;174;197
40;35;176;20;2;5;174;197
40;50;179;0;0;0;179;199
40;50;173;10;2;8;171;197
40;50;173;20;2;8;171;197
60;13;179;0;0;0;179;199
60;13;158;10;8;57;150;163
60;13;158;20;8;57;150;163
60;26;179;0;0;0;179;199
60;26;64;10;29;285;35;29
60;26;64;20;29;285;35;29
60;40;179;0;0;0;179;199
60;40;48;10;29;303;19;27
60;40;48;20;29;303;19;27
80;10;179;0;0;0;179;199
80;10;161;10;5;52;156;165
80;10;161;20;5;52;156;165
80;20;179;0;0;0;179;199
80;20;64;10;23;294;41;20
80;20;64;20;23;294;41;20
80;32;179;0;0;0;179;199
80;32;35;10;23;329;12;14
80;32;35;20;23;329;12;14
100;9;179;0;0;0;179;199
100;9;144;10;4;75;140;159
100;9;144;20;4;75;140;159
100;20;179;0;0;0;179;199
100;20;32;10;20;343;12;3
100;20;32;20;20;343;12;3
100;32;179;0;0;0;179;199
100;32;22;10;20;356;2;0
100;32;22;20;20;356;2;0
150;10;179;0;0;0;179;199
150;10;80;10;5;228;75;70
150;10;80;20;5;228;75;70
150;20;179;0;0;0;179;199
150;20;12;10;10;366;2;0
150;20;12;20;10;366;2;0
150;25;179;0;0;0;179;199
150;25;10;10;10;368;0;0
150;25;10;20;10;368;0;0
