offset,threshold,correct,max_matches,true_positive,true_negative,false_positive,false_negative,accuracy,precision,recall,f1_score,extra_info
60,0.9,10,171,89,82,163,44,0.452380952380952,0.353174603174603,0.669172932330827,0.462337662337662,"feature, flann, knn - orb - dilated_1px - 0.05"
60,0.9,20,171,89,82,163,44,0.452380952380952,0.353174603174603,0.669172932330827,0.462337662337662,"feature, flann, knn - orb - dilated_1px - 0.05"
