offset,threshold,correct,max_matches,true_positive,true_negative,false_positive,false_negative,accuracy,precision,recall,f1_score,extra_info
40,25,182,10,3,179,0,196,0.481481481481481,1,0.0150753768844221,0.0297029702970297,"feature, brute, threshold - orb - 1px_1px - 0.01"
40,25,182,20,3,179,0,196,0.481481481481481,1,0.0150753768844221,0.0297029702970297,"feature, brute, threshold - orb - 1px_1px - 0.01"
