offset,threshold,correct,max_matches,true_positive,true_negative,false_positive,false_negative,accuracy,precision,recall,f1_score,extra_info
60,0.9,10,99,21,78,235,44,0.261904761904762,0.08203125,0.323076923076923,0.130841121495327,"feature, brute, knn - orb - dilated_1px - 0.01"
60,0.9,20,99,21,78,235,44,0.261904761904762,0.08203125,0.323076923076923,0.130841121495327,"feature, brute, knn - orb - dilated_1px - 0.01"
80,0.9,10,52,21,31,310,16,0.137566137566138,0.0634441087613293,0.567567567567568,0.114130434782609,"feature, brute, knn - orb - dilated_1px - 0.01"
80,0.9,20,52,21,31,310,16,0.137566137566138,0.0634441087613293,0.567567567567568,0.114130434782609,"feature, brute, knn - orb - dilated_1px - 0.01"
