offset,threshold,correct,max_matches,true_positive,true_negative,false_positive,false_negative,accuracy,precision,recall,f1_score,extra_info
80,0.9,10,52,22,30,310,16,0.137566137566138,0.0662650602409639,0.578947368421053,0.118918918918919,"feature, flann, knn - orb - dilated_1px - 0.01"
80,0.9,20,52,22,30,310,16,0.137566137566138,0.0662650602409639,0.578947368421053,0.118918918918919,"feature, flann, knn - orb - dilated_1px - 0.01"
