10;0.9;0;179;0;0;179;199
10;0.9;10;179;0;0;179;199
10;0.9;20;179;0;0;179;199
10;0.75;0;179;0;0;179;199
10;0.75;10;179;0;0;179;199
10;0.75;20;179;0;0;179;199
10;0.6;0;179;0;0;179;199
10;0.6;10;179;0;0;179;199
10;0.6;20;179;0;0;179;199
10;0.5;0;179;0;0;179;199
10;0.5;10;179;0;0;179;199
10;0.5;20;179;0;0;179;199
20;0.9;0;179;0;0;179;199
20;0.9;10;179;0;0;179;199
20;0.9;20;179;0;0;179;199
20;0.75;0;179;0;0;179;199
20;0.75;10;179;0;0;179;199
20;0.75;20;179;0;0;179;199
20;0.6;0;179;0;0;179;199
20;0.6;10;179;0;0;179;199
20;0.6;20;179;0;0;179;199
20;0.5;0;179;0;0;179;199
20;0.5;10;179;0;0;179;199
20;0.5;20;179;0;0;179;199
30;0.9;0;179;0;0;179;199
30;0.9;10;179;0;0;179;199
30;0.9;20;179;0;0;179;199
30;0.75;0;179;0;0;179;199
30;0.75;10;179;0;0;179;199
30;0.75;20;179;0;0;179;199
30;0.6;0;179;0;0;179;199
30;0.6;10;179;0;0;179;199
30;0.6;20;179;0;0;179;199
30;0.5;0;179;0;0;179;199
30;0.5;10;179;0;0;179;199
30;0.5;20;179;0;0;179;199
40;0.9;0;179;0;0;179;199
40;0.9;10;179;0;0;179;199
40;0.9;20;179;0;0;179;199
40;0.75;0;179;0;0;179;199
40;0.75;10;179;0;0;179;199
40;0.75;20;179;0;0;179;199
40;0.6;0;179;0;0;179;199
40;0.6;10;179;0;0;179;199
40;0.6;20;179;0;0;179;199
40;0.5;0;179;0;0;179;199
40;0.5;10;179;0;0;179;199
40;0.5;20;179;0;0;179;199
60;0.9;0;179;0;0;179;199
60;0.9;10;101;25;240;76;37
60;0.9;20;101;25;240;76;37
60;0.75;0;179;0;0;179;199
60;0.75;10;162;7;50;155;166
60;0.75;20;162;7;50;155;166
60;0.6;0;179;0;0;179;199
60;0.6;10;176;0;3;176;199
60;0.6;20;176;0;3;176;199
60;0.5;0;179;0;0;179;199
60;0.5;10;179;0;0;179;199
60;0.5;20;179;0;0;179;199
80;0.9;0;179;0;0;179;199
80;0.9;10;55;23;303;32;20
80;0.9;20;55;23;303;32;20
80;0.75;0;179;0;0;179;199
80;0.75;10;120;18;178;102;80
80;0.75;20;120;18;178;102;80
80;0.6;0;179;0;0;179;199
80;0.6;10;169;3;19;166;190
80;0.6;20;169;3;19;166;190
80;0.5;0;179;0;0;179;199
80;0.5;10;176;0;4;176;198
80;0.5;20;176;0;4;176;198
100;0.9;0;179;0;0;179;199
100;0.9;10;31;18;343;13;4
100;0.9;20;31;18;343;13;4
100;0.75;0;179;0;0;179;199
100;0.75;10;99;20;252;79;27
100;0.75;20;99;20;252;79;27
100;0.6;0;179;0;0;179;199
100;0.6;10;161;4;54;157;163
100;0.6;20;161;4;54;157;163
100;0.5;0;179;0;0;179;199
100;0.5;10;173;0;6;173;199
100;0.5;20;173;0;6;173;199
150;0.9;0;179;0;0;179;199
150;0.9;10;21;16;357;5;0
150;0.9;20;21;16;357;5;0
150;0.75;0;179;0;0;179;199
150;0.75;10;51;13;322;38;5
150;0.75;20;51;13;322;38;5
150;0.6;0;179;0;0;179;199
150;0.6;10;123;7;162;116;93
150;0.6;20;123;7;162;116;93
150;0.5;0;179;0;0;179;199
150;0.5;10;158;0;29;158;191
150;0.5;20;158;0;29;158;191
