10;259.9038391113281;1;1;1
10;285.60638427734375;1;2;1
10;259.9038391113281;1;1;0
10;285.60638427734375;1;2;0
20;56.7274169921875;2;1;1
20;256.2908630371094;2;4;1
20;56.7274169921875;2;1;0
20;256.2908630371094;2;4;0
30;55.677642822265625;3;1;1
30;163.75897216796875;3;5;1
30;166.7932891845703;3;7;1
30;55.677642822265625;3;1;0
30;163.75897216796875;3;5;0
30;166.7932891845703;3;7;0
40;55.677642822265625;4;1;1
40;166.68833923339844;4;5;1
40;177.02259826660156;4;7;1
40;55.677642822265625;4;1;0
40;166.68833923339844;4;5;0
40;177.02259826660156;4;7;0
60;55.677642822265625;5;1;1
60;144.2393798828125;5;5;1
60;183.60011291503906;5;10;1
60;58.24087905883789;5;1;0
60;149.2414093017578;5;5;0
60;195.3253631591797;5;10;0
80;55.677642822265625;6;1;1
80;148.8018798828125;6;5;1
80;177.02259826660156;6;10;1
80;121.61414337158203;6;1;0
80;166.68833923339844;6;5;0
80;230.8397674560547;6;10;0
100;55.677642822265625;7;1;1
100;137.58633422851562;7;5;1
100;173.04335021972656;7;10;1
100;149.2414093017578;7;1;0
100;177.02259826660156;7;5;0
100;270.075927734375;7;10;0
150;55.677642822265625;8;1;1
150;133.64878845214844;8;5;1
150;149.69969177246094;8;10;1
150;149.69969177246094;8;1;0
150;177.02259826660156;8;5;0
150;270.075927734375;8;10;0
10;227.74546813964844;9;1;1
10;427.6072998046875;9;4;1
10;227.74546813964844;9;1;0
10;427.6072998046875;9;4;0
20;208.82528686523438;10;1;1
20;440.54852294921875;10;4;1
20;208.82528686523438;10;1;0
20;440.54852294921875;10;4;0
30;208.82528686523438;11;1;1
30;341.5391540527344;11;5;1
30;439.17193603515625;11;6;1
30;208.82528686523438;11;1;0
30;341.5391540527344;11;5;0
30;439.17193603515625;11;6;0
40;208.82528686523438;12;1;1
40;261.03448486328125;12;5;1
40;438.8838195800781;12;7;1
40;208.82528686523438;12;1;0
40;261.03448486328125;12;5;0
40;438.8838195800781;12;7;0
60;124.05240631103516;13;1;1
60;208.82528686523438;13;5;1
60;257.0914306640625;13;10;1
60;186.0;13;1;0
60;231.40872192382812;13;5;0
60;406.2130126953125;13;10;0
80;124.05240631103516;14;1;1
80;194.32447814941406;14;5;1
80;231.40872192382812;14;10;1
80;210.53977966308594;14;1;0
80;243.6595916748047;14;5;0
80;341.5391540527344;14;10;0
100;124.05240631103516;15;1;1
100;185.98655700683594;15;5;1
100;223.517333984375;15;10;1
100;225.8738555908203;15;1;0
100;261.03448486328125;15;5;0
100;341.5391540527344;15;10;0
150;74.5184555053711;16;1;1
150;158.11387634277344;16;5;1
150;210.53977966308594;16;10;1
150;225.8738555908203;16;1;0
150;243.6595916748047;16;5;0
150;336.7847900390625;16;10;0
10;284.5276794433594;17;1;1
10;284.5276794433594;17;1;1
10;284.5276794433594;17;1;0
10;284.5276794433594;17;1;0
20;153.22532653808594;18;1;1
20;247.2286376953125;18;5;1
20;295.77862548828125;18;8;1
20;153.22532653808594;18;1;0
20;247.2286376953125;18;5;0
20;295.77862548828125;18;8;0
30;124.05240631103516;19;1;1
30;226.84796142578125;19;5;1
30;289.4391174316406;19;7;1
30;124.05240631103516;19;1;0
30;226.84796142578125;19;5;0
30;289.4391174316406;19;7;0
40;124.05240631103516;20;1;1
40;194.32447814941406;20;5;1
40;273.7900695800781;20;10;1
40;126.54248046875;20;1;0
40;223.39427185058594;20;5;0
40;281.3360900878906;20;10;0
60;124.05240631103516;21;1;1
60;194.32447814941406;21;5;1
60;236.4973602294922;21;10;1
60;225.8738555908203;21;1;0
60;257.0914306640625;21;5;0
60;343.20111083984375;21;10;0
80;113.10172271728516;22;1;1
80;158.11387634277344;22;5;1
80;223.517333984375;22;10;1
80;223.517333984375;22;1;0
80;243.6595916748047;22;5;0
80;341.5391540527344;22;10;0
100;75.53807067871094;23;1;1
100;158.11387634277344;23;5;1
100;223.517333984375;23;10;1
100;225.8738555908203;23;1;0
100;257.0914306640625;23;5;0
100;341.5391540527344;23;10;0
150;75.53807067871094;24;1;1
150;125.93649291992188;24;5;1
150;158.11387634277344;24;10;1
150;225.14883422851562;24;1;0
150;257.998046875;24;5;0
150;341.5391540527344;24;10;0
10;289.5755615234375;25;1;1
10;289.5755615234375;25;1;1
10;289.5755615234375;25;1;0
10;289.5755615234375;25;1;0
30;108.60939025878906;27;1;1
30;126.34872436523438;27;2;1
30;108.60939025878906;27;1;0
30;126.34872436523438;27;2;0
40;106.8877944946289;28;1;1
40;150.392822265625;28;4;1
40;106.8877944946289;28;1;0
40;150.392822265625;28;4;0
60;106.8877944946289;29;1;1
60;139.18333435058594;29;5;1
60;304.2433166503906;29;9;1
