offset,threshold,correct,max_matches,true_positive,true_negative,false_positive,false_negative,accuracy,precision,recall,f1_score,extra_info
80,0.9,10,131,99,32,227,20,0.346560846560847,0.303680981595092,0.831932773109244,0.444943820224719,"feature, brute, knn - orb - 1px_1px - 0.05"
80,0.9,20,131,99,32,227,20,0.346560846560847,0.303680981595092,0.831932773109244,0.444943820224719,"feature, brute, knn - orb - 1px_1px - 0.05"
100,0.9,10,112,99,13,262,4,0.296296296296296,0.274238227146814,0.961165048543689,0.426724137931034,"feature, brute, knn - orb - 1px_1px - 0.05"
100,0.9,20,112,99,13,262,4,0.296296296296296,0.274238227146814,0.961165048543689,0.426724137931034,"feature, brute, knn - orb - 1px_1px - 0.05"
