10;220;179;0;0;0;179;199
10;220;178;10;0;1;178;199
10;220;178;20;0;1;178;199
10;400;179;0;0;0;179;199
10;400;176;10;0;3;176;199
10;400;176;20;0;3;176;199
10;600;179;0;0;0;179;199
10;600;176;10;0;3;176;199
10;600;176;20;0;3;176;199
20;200;179;0;0;0;179;199
20;200;155;10;0;24;155;199
20;200;155;20;0;24;155;199
20;350;179;0;0;0;179;199
20;350;136;10;2;49;134;193
20;350;136;20;2;49;134;193
20;600;179;0;0;0;179;199
20;600;123;10;2;62;121;193
20;600;123;20;2;62;121;193
30;200;179;0;0;0;179;199
30;200;124;10;5;65;119;189
30;200;124;20;5;65;119;189
30;350;179;0;0;0;179;199
30;350;116;10;11;89;105;173
30;350;116;20;11;89;105;173
30;600;179;0;0;0;179;199
30;600;98;10;11;108;87;172
30;600;98;20;11;108;87;172
40;200;179;0;0;0;179;199
40;200;120;10;11;78;109;180
40;200;120;20;11;78;109;180
40;350;179;0;0;0;179;199
40;350;95;10;19;128;76;155
40;350;95;20;19;128;76;155
40;600;179;0;0;0;179;199
40;600;76;10;19;150;57;152
40;600;76;20;19;150;57;152
60;100;179;0;0;0;179;199
60;100;150;10;0;32;150;196
60;100;150;20;0;32;150;196
60;200;179;0;0;0;179;199
60;200;100;10;18;120;82;158
60;200;100;20;18;120;82;158
60;350;179;0;0;0;179;199
60;350;67;10;28;194;39;117
60;350;67;20;28;194;39;117
60;500;179;0;0;0;179;199
60;500;55;10;29;212;26;111
60;500;55;20;29;212;26;111
80;100;179;0;0;0;179;199
80;100;139;10;0;43;139;196
80;100;139;20;0;43;139;196
80;200;179;0;0;0;179;199
80;200;84;10;22;159;62;135
80;200;84;20;22;159;62;135
80;350;179;0;0;0;179;199
80;350;51;10;37;234;14;93
80;350;51;20;37;234;14;93
80;550;179;0;0;0;179;199
80;550;46;10;37;243;9;89
80;550;46;20;37;243;9;89
100;100;179;0;0;0;179;199
100;100;121;10;0;62;121;195
100;100;121;20;0;62;121;195
100;200;179;0;0;0;179;199
100;200;81;10;27;182;54;115
100;200;81;20;27;182;54;115
100;350;179;0;0;0;179;199
100;350;48;10;40;257;8;73
100;350;48;20;40;257;8;73
100;550;179;0;0;0;179;199
100;550;47;10;40;259;7;72
100;550;47;20;40;259;7;72
150;100;179;0;0;0;179;199
150;100;106;10;3;102;103;170
150;100;106;20;3;102;103;170
150;200;179;0;0;0;179;199
150;200;62;10;30;257;32;59
150;200;62;20;30;257;32;59
150;350;179;0;0;0;179;199
150;350;32;10;32;295;0;51
150;350;32;20;32;295;0;51
150;550;179;0;0;0;179;199
150;550;32;10;32;295;0;51
150;550;32;20;32;295;0;51
