10;image_163004;Siroka;0;0;0.9774711728096008
20;image_163004;Siroka;1;1;0.9223570227622986
30;image_163004;Siroka;1;1;0.8157760500907898
40;image_163004;Siroka;1;1;0.7339293956756592
60;image_163004;Siroka;1;1;0.7246510982513428
80;image_163004;Siroka;1;1;0.7322508096694946
100;image_163004;Siroka;1;1;0.6168262362480164
150;image_163004;Siroka;1;1;0.6286241412162781
10;image_163004;Muran;0;0;0.9002814292907715
20;image_163004;Muran;1;1;0.7492403388023376
30;image_163004;Muran;1;1;0.708885908126831
40;image_163004;Muran;1;1;0.7162221074104309
60;image_163004;Muran;1;1;0.7227956056594849
80;image_163004;Muran;1;1;0.7304961085319519
100;image_163004;Muran;1;1;0.750645637512207
150;image_163004;Muran;1;1;0.7399703860282898
10;image_163004;Lomnicky_stit;0;0;0.8228506445884705
20;image_163004;Lomnicky_stit;1;1;0.7535105347633362
30;image_163004;Lomnicky_stit;1;1;0.7267062067985535
40;image_163004;Lomnicky_stit;1;1;0.7662871479988098
60;image_163004;Lomnicky_stit;1;1;0.7261521816253662
80;image_163004;Lomnicky_stit;1;1;0.7204998731613159
100;image_163004;Lomnicky_stit;1;1;0.7230340242385864
150;image_163004;Lomnicky_stit;1;1;0.7178101539611816
10;image_163004;Ladovy_stit;0;0;0.7978452444076538
20;image_163004;Ladovy_stit;0;0;0.732990562915802
30;image_163004;Ladovy_stit;1;1;0.7101243138313293
40;image_163004;Ladovy_stit;1;1;0.676179826259613
60;image_163004;Ladovy_stit;1;1;0.694338321685791
80;image_163004;Ladovy_stit;1;1;0.7021076679229736
100;image_163004;Ladovy_stit;1;1;0.6976153254508972
150;image_163004;Ladovy_stit;1;1;0.6990402936935425
10;image_163004;Jahnaci_stit;0;0;0.8387270569801331
20;image_163004;Jahnaci_stit;0;0;0.6708993911743164
30;image_163004;Jahnaci_stit;1;1;0.6864468455314636
40;image_163004;Jahnaci_stit;1;1;0.7019808292388916
60;image_163004;Jahnaci_stit;1;1;0.7099833488464355
80;image_163004;Jahnaci_stit;1;1;0.7266092300415039
100;image_163004;Jahnaci_stit;1;1;0.7512902021408081
150;image_163004;Jahnaci_stit;1;1;0.741398274898529
10;image_163004;Gerlachovsky_stit;0;0;0.8430046439170837
20;image_163004;Gerlachovsky_stit;0;1;0.7702556848526001
30;image_163004;Gerlachovsky_stit;0;0;0.6280224323272705
40;image_163004;Gerlachovsky_stit;0;0;0.5508275032043457
60;image_163004;Gerlachovsky_stit;1;1;0.543278694152832
80;image_163004;Gerlachovsky_stit;1;1;0.5806618332862854
100;image_163004;Gerlachovsky_stit;1;1;0.6093525290489197
150;image_163004;Gerlachovsky_stit;0;1;0.6203068494796753
10;image_163004;Bujaci_vrch;0;0;0.9265706539154053
20;image_163004;Bujaci_vrch;1;1;0.8551927208900452
30;image_163004;Bujaci_vrch;1;1;0.8459421396255493
40;image_163004;Bujaci_vrch;1;1;0.8375394940376282
60;image_163004;Bujaci_vrch;1;1;0.6723761558532715
80;image_163004;Bujaci_vrch;1;1;0.6013160943984985
100;image_163004;Bujaci_vrch;1;1;0.5521612763404846
150;image_163004;Bujaci_vrch;1;1;0.5026538968086243
10;image_163004;Belianske_Tatry;0;0;0.9134269952774048
20;image_163004;Belianske_Tatry;1;1;0.8866139054298401
30;image_163004;Belianske_Tatry;1;1;0.8578583598136902
40;image_163004;Belianske_Tatry;1;1;0.8582502603530884
60;image_163004;Belianske_Tatry;1;1;0.8611752390861511
80;image_163004;Belianske_Tatry;1;1;0.7496252655982971
100;image_163004;Belianske_Tatry;1;1;0.6596955060958862
150;image_163004;Belianske_Tatry;1;1;0.5539125204086304
10;image_163004;Zmrzla_veza;0;0;0.8649437427520752
20;image_163004;Zmrzla_veza;0;1;0.7993682622909546
30;image_163004;Zmrzla_veza;1;1;0.7280816435813904
40;image_163004;Zmrzla_veza;1;1;0.7611461281776428
60;image_163004;Zmrzla_veza;1;1;0.7177984118461609
80;image_163004;Zmrzla_veza;1;1;0.7281979918479919
100;image_163004;Zmrzla_veza;1;1;0.7197425961494446
150;image_163004;Zmrzla_veza;1;1;0.7186428904533386
10;image_163004;Kolovy_stit;0;0;0.8477007150650024
20;image_163004;Kolovy_stit;0;0;0.6855212450027466
30;image_163004;Kolovy_stit;1;1;0.7374323606491089
40;image_163004;Kolovy_stit;1;1;0.7621162533760071
60;image_163004;Kolovy_stit;1;1;0.7313647270202637
80;image_163004;Kolovy_stit;1;1;0.7008074522018433
100;image_163004;Kolovy_stit;1;1;0.7155523896217346
150;image_163004;Kolovy_stit;1;1;0.7158477902412415
10;image_163004;Zdiarska_vidla;0;0;0.9167550802230835
20;image_163004;Zdiarska_vidla;1;1;0.8447912931442261
30;image_163004;Zdiarska_vidla;1;1;0.8262803554534912
40;image_163004;Zdiarska_vidla;1;1;0.790057897567749
60;image_163004;Zdiarska_vidla;1;1;0.7952684164047241
80;image_163004;Zdiarska_vidla;1;1;0.7957348227500916
100;image_163004;Zdiarska_vidla;1;1;0.7515273690223694
150;image_163004;Zdiarska_vidla;1;1;0.7082541584968567
10;image_163004;Havran;0;0;0.901766300201416
20;image_163004;Havran;1;1;0.7729616761207581
30;image_163004;Havran;1;1;0.8111526966094971
40;image_163004;Havran;1;1;0.8194042444229126
60;image_163004;Havran;1;1;0.8027552366256714
80;image_163004;Havran;1;1;0.7498366832733154
100;image_163004;Havran;1;1;0.7528488039970398
150;image_163004;Havran;1;1;0.7653557658195496
10;image_163004;Cierny_stit;0;0;0.8610567450523376
20;image_163004;Cierny_stit;1;1;0.7446814179420471
30;image_163004;Cierny_stit;1;1;0.7369243502616882
40;image_163004;Cierny_stit;1;1;0.7685205936431885
60;image_163004;Cierny_stit;1;1;0.7353363633155823
80;image_163004;Cierny_stit;1;1;0.6961221694946289
100;image_163004;Cierny_stit;1;1;0.7193552851676941
150;image_163004;Cierny_stit;1;1;0.7159674763679504
10;image_163004;Kezmarsky_stit;0;0;0.8552359342575073
20;image_163004;Kezmarsky_stit;1;1;0.8020674586296082
30;image_163004;Kezmarsky_stit;1;1;0.7601965665817261
40;image_163004;Kezmarsky_stit;1;1;0.6593192219734192
60;image_163004;Kezmarsky_stit;1;1;0.7153826355934143
80;image_163004;Kezmarsky_stit;1;1;0.7471153736114502
100;image_163004;Kezmarsky_stit;1;1;0.7434434294700623
150;image_163004;Kezmarsky_stit;1;1;0.7402327656745911
10;image_163004;Svistovy_stit;0;0;0.9155836701393127
20;image_163004;Svistovy_stit;1;1;0.858023464679718
30;image_163004;Svistovy_stit;1;1;0.7295830845832825
40;image_163004;Svistovy_stit;1;1;0.709645688533783
60;image_163004;Svistovy_stit;1;1;0.7430860996246338
80;image_163004;Svistovy_stit;1;1;0.7285669445991516
100;image_163004;Svistovy_stit;1;1;0.6386010050773621
150;image_163004;Svistovy_stit;1;1;0.6278939247131348
10;image_163004;Javorovy_stit;0;0;0.8990222215652466
20;image_163004;Javorovy_stit;1;1;0.7768984436988831
30;image_163004;Javorovy_stit;1;1;0.749507486820221
40;image_163004;Javorovy_stit;1;1;0.7410876750946045
60;image_163004;Javorovy_stit;1;1;0.7008592486381531
80;image_163004;Javorovy_stit;1;1;0.6988381743431091
100;image_163004;Javorovy_stit;1;1;0.697211503982544
150;image_163004;Javorovy_stit;1;1;0.6721544861793518
10;image_163004;Novy;0;0;0.8878560066223145
20;image_163004;Novy;1;1;0.8666857481002808
30;image_163004;Novy;1;1;0.8367077708244324
40;image_163004;Novy;1;1;0.7700092792510986
60;image_163004;Novy;1;1;0.7437953352928162
80;image_163004;Novy;1;1;0.7699996829032898
100;image_163004;Novy;1;1;0.7379146814346313
150;image_163004;Novy;1;1;0.7635566592216492
10;image_163004;Kvetnicova_veza;0;0;0.8699848651885986
20;image_163004;Kvetnicova_veza;1;1;0.8287639021873474
30;image_163004;Kvetnicova_veza;1;1;0.6729499697685242
40;image_163004;Kvetnicova_veza;0;0;0.541856050491333
60;image_163004;Kvetnicova_veza;1;1;0.5905490517616272
80;image_163004;Kvetnicova_veza;1;1;0.6102091073989868
100;image_163004;Kvetnicova_veza;1;1;0.6138909459114075
150;image_163004;Kvetnicova_veza;0;1;0.6293758153915405
10;image_163004;Lavinovy_stit;0;0;0.8138957023620605
20;image_163004;Lavinovy_stit;0;1;0.764365017414093
30;image_163004;Lavinovy_stit;0;1;0.7340958118438721
40;image_163004;Lavinovy_stit;0;0;0.6008267998695374
60;image_163004;Lavinovy_stit;1;1;0.5699227452278137
80;image_163004;Lavinovy_stit;1;1;0.5630179643630981
100;image_163004;Lavinovy_stit;1;1;0.6135371923446655
150;image_163004;Lavinovy_stit;0;1;0.6120012998580933
10;image_163004;Vychodna_Vysoka;0;0;0.885714054107666
20;image_163004;Vychodna_Vysoka;0;1;0.7925891280174255
30;image_163004;Vychodna_Vysoka;1;1;0.6858159303665161
40;image_163004;Vychodna_Vysoka;1;1;0.7021094560623169
60;image_163004;Vychodna_Vysoka;1;1;0.7414494752883911
80;image_163004;Vychodna_Vysoka;1;1;0.608437716960907
100;image_163004;Vychodna_Vysoka;1;1;0.626089334487915
150;image_163004;Vychodna_Vysoka;1;1;0.6290118098258972
10;image_163004;Diva_veza;0;0;0.9016314744949341
20;image_163004;Diva_veza;0;1;0.7786514163017273
30;image_163004;Diva_veza;1;1;0.6722769141197205
40;image_163004;Diva_veza;1;1;0.6875976324081421
60;image_163004;Diva_veza;1;1;0.7348188161849976
80;image_163004;Diva_veza;1;1;0.6124042272567749
100;image_163004;Diva_veza;1;1;0.6229801177978516
150;image_163004;Diva_veza;1;1;0.625775158405304
10;image_163004;Zadny_Gerlach;0;0;0.8231543898582458
20;image_163004;Zadny_Gerlach;0;1;0.7705649733543396
30;image_163004;Zadny_Gerlach;0;1;0.7022775411605835
40;image_163004;Zadny_Gerlach;0;0;0.5859987735748291
60;image_163004;Zadny_Gerlach;1;1;0.5634571313858032
80;image_163004;Zadny_Gerlach;1;1;0.5630759596824646
100;image_163004;Zadny_Gerlach;1;1;0.614505410194397
150;image_163004;Zadny_Gerlach;0;1;0.614740788936615
10;image_163004;Velicky_stit;0;0;0.9021241664886475
20;image_163004;Velicky_stit;1;1;0.8410372734069824
30;image_163004;Velicky_stit;0;0;0.5258954763412476
40;image_163004;Velicky_stit;0;0;0.5679512619972229
60;image_163004;Velicky_stit;1;1;0.5630462169647217
80;image_163004;Velicky_stit;1;1;0.6132145524024963
100;image_163004;Velicky_stit;1;1;0.6136220097541809
150;image_163004;Velicky_stit;0;1;0.6352201700210571
10;image_163004;Maly_Javorovy_stit;0;0;0.8536587953567505
20;image_163004;Maly_Javorovy_stit;1;1;0.8258039951324463
30;image_163004;Maly_Javorovy_stit;1;1;0.7820781469345093
40;image_163004;Maly_Javorovy_stit;1;1;0.80021071434021
60;image_163004;Maly_Javorovy_stit;1;1;0.7858310341835022
80;image_163004;Maly_Javorovy_stit;1;1;0.7267040610313416
100;image_163004;Maly_Javorovy_stit;1;1;0.673353910446167
150;image_163004;Maly_Javorovy_stit;1;1;0.6569855809211731
10;image_163004;Hranata_veza;0;0;0.8720815777778625
20;image_163004;Hranata_veza;1;1;0.7773932814598083
30;image_163004;Hranata_veza;1;1;0.7999770045280457
40;image_163004;Hranata_veza;1;1;0.8179842829704285
60;image_163004;Hranata_veza;1;1;0.8118167519569397
80;image_163004;Hranata_veza;1;1;0.7202186584472656
100;image_163004;Hranata_veza;1;1;0.6877953410148621
150;image_163004;Hranata_veza;1;1;0.6469868421554565
10;image_163004;Spissky_stit;0;0;0.8389715552330017
20;image_163004;Spissky_stit;1;1;0.8108544945716858
30;image_163004;Spissky_stit;1;1;0.7983287572860718
40;image_163004;Spissky_stit;1;1;0.7522606253623962
60;image_163004;Spissky_stit;1;1;0.7361887097358704
80;image_163004;Spissky_stit;1;1;0.7080544829368591
100;image_163004;Spissky_stit;1;1;0.7037484645843506
150;image_163004;Spissky_stit;1;1;0.7070529460906982
10;image_163004;Zadny_Ladovy_stit;0;0;0.7720345854759216
20;image_163004;Zadny_Ladovy_stit;0;0;0.730591356754303
30;image_163004;Zadny_Ladovy_stit;1;1;0.7423791885375977
40;image_163004;Zadny_Ladovy_stit;1;1;0.751780092716217
60;image_163004;Zadny_Ladovy_stit;1;1;0.70744788646698
80;image_163004;Zadny_Ladovy_stit;1;1;0.7004177570343018
100;image_163004;Zadny_Ladovy_stit;1;1;0.6927967667579651
150;image_163004;Zadny_Ladovy_stit;1;1;0.6905021071434021
10;image_163004;Kopa_bran;1;1;1.0
20;image_163004;Kopa_bran;1;1;0.8576077222824097
30;image_163004;Kopa_bran;1;1;0.8126578330993652
40;image_163004;Kopa_bran;1;1;0.765379011631012
60;image_163004;Kopa_bran;1;1;0.7201083898544312
80;image_163004;Kopa_bran;1;1;0.728714644908905
100;image_163004;Kopa_bran;1;1;0.6758965253829956
150;image_163004;Kopa_bran;1;1;0.7058690190315247
10;image_163004;Stit_nad_Zelenym;0;0;0.8734475374221802
20;image_163004;Stit_nad_Zelenym;1;1;0.7757975459098816
30;image_163004;Stit_nad_Zelenym;1;1;0.6858616471290588
40;image_163004;Stit_nad_Zelenym;1;1;0.7168787121772766
60;image_163004;Stit_nad_Zelenym;1;1;0.7417380809783936
80;image_163004;Stit_nad_Zelenym;1;1;0.6105220317840576
100;image_163004;Stit_nad_Zelenym;1;1;0.629397988319397
150;image_163004;Stit_nad_Zelenym;1;1;0.6323047876358032
10;image_163004;Velka_Ladova_veza;0;0;0.7884790301322937
20;image_163004;Velka_Ladova_veza;0;0;0.6969570517539978
30;image_163004;Velka_Ladova_veza;1;1;0.735201358795166
40;image_163004;Velka_Ladova_veza;1;1;0.7492791414260864
60;image_163004;Velka_Ladova_veza;1;1;0.7063632011413574
80;image_163004;Velka_Ladova_veza;1;1;0.7034270167350769
100;image_163004;Velka_Ladova_veza;1;1;0.692854106426239
150;image_163004;Velka_Ladova_veza;1;1;0.6908409595489502
10;image_163004;Repisko;1;0;0.6888466477394104
20;image_163004;Repisko;1;0;0.45747998356819153
30;image_163004;Repisko;1;0;0.3657534122467041
40;image_163004;Repisko;1;0;0.29268303513526917
60;image_163004;Repisko;1;0;0.20765835046768188
80;image_163004;Repisko;1;0;0.18401837348937988
100;image_163004;Repisko;1;0;0.224699005484581
150;image_163004;Repisko;1;0;0.2331949919462204
10;image_163004_nothing;Siroka;1;0;0.9162707924842834
20;image_163004_nothing;Siroka;0;1;0.763641357421875
30;image_163004_nothing;Siroka;1;0;0.5859580636024475
40;image_163004_nothing;Siroka;1;0;0.4433014392852783
60;image_163004_nothing;Siroka;1;0;0.39768725633621216
80;image_163004_nothing;Siroka;1;0;0.41370323300361633
100;image_163004_nothing;Siroka;1;0;0.36721596121788025
150;image_163004_nothing;Siroka;1;0;0.33142682909965515
10;image_163004_nothing;Muran;1;0;0.5948174595832825
20;image_163004_nothing;Muran;1;0;0.6143321394920349
30;image_163004_nothing;Muran;1;0;0.46931910514831543
40;image_163004_nothing;Muran;1;0;0.39799603819847107
60;image_163004_nothing;Muran;1;0;0.39303290843963623
80;image_163004_nothing;Muran;1;0;0.3470160961151123
100;image_163004_nothing;Muran;1;0;0.3876762390136719
150;image_163004_nothing;Muran;1;0;0.30700764060020447
10;image_163004_nothing;Lomnicky_stit;1;0;0.7608128786087036
20;image_163004_nothing;Lomnicky_stit;1;0;0.5377650856971741
30;image_163004_nothing;Lomnicky_stit;1;0;0.6146374344825745
40;image_163004_nothing;Lomnicky_stit;1;0;0.5738602876663208
60;image_163004_nothing;Lomnicky_stit;1;0;0.4635613262653351
80;image_163004_nothing;Lomnicky_stit;1;0;0.3903133273124695
100;image_163004_nothing;Lomnicky_stit;1;0;0.39590001106262207
150;image_163004_nothing;Lomnicky_stit;1;0;0.32005739212036133
10;image_163004_nothing;Ladovy_stit;1;0;0.6475850939750671
20;image_163004_nothing;Ladovy_stit;1;0;0.4975528419017792
30;image_163004_nothing;Ladovy_stit;1;0;0.3995915949344635
40;image_163004_nothing;Ladovy_stit;1;0;0.2979794442653656
60;image_163004_nothing;Ladovy_stit;1;0;0.26366403698921204
80;image_163004_nothing;Ladovy_stit;1;0;0.28213024139404297
100;image_163004_nothing;Ladovy_stit;1;0;0.2884778082370758
150;image_163004_nothing;Ladovy_stit;1;0;0.23091144859790802
10;image_163004_nothing;Jahnaci_stit;1;0;0.6538028717041016
20;image_163004_nothing;Jahnaci_stit;1;0;0.5255635976791382
30;image_163004_nothing;Jahnaci_stit;1;0;0.470490962266922
40;image_163004_nothing;Jahnaci_stit;1;0;0.4292018413543701
60;image_163004_nothing;Jahnaci_stit;1;0;0.4089493751525879
80;image_163004_nothing;Jahnaci_stit;1;0;0.3637864887714386
100;image_163004_nothing;Jahnaci_stit;1;0;0.38846126198768616
