offset,threshold,correct,max_matches,true_positive,false_positive,true_negative,false_negative,accuracy,precision,recall,f1_score,extra_info
150,20,119,10,89,259,30,0,0.314814814814815,0.255747126436782,1,0.407322654462243,flann;threshold;orb;1px_1px
150,20,119,20,89,259,30,0,0.314814814814815,0.255747126436782,1,0.407322654462243,flann;threshold;orb;1px_1px
150,35,90,10,89,288,1,0,0.238095238095238,0.236074270557029,1,0.381974248927039,flann;threshold;orb;1px_1px
150,35,90,20,89,288,1,0,0.238095238095238,0.236074270557029,1,0.381974248927039,flann;threshold;orb;1px_1px
200,15,120,10,80,258,40,0,0.317460317460317,0.236686390532544,1,0.382775119617225,flann;threshold;orb;1px_1px
200,15,120,20,80,258,40,0,0.317460317460317,0.236686390532544,1,0.382775119617225,flann;threshold;orb;1px_1px
200,20,85,10,81,293,4,0,0.224867724867725,0.216577540106952,1,0.356043956043956,flann;threshold;orb;1px_1px
200,20,85,20,81,293,4,0,0.224867724867725,0.216577540106952,1,0.356043956043956,flann;threshold;orb;1px_1px
200,32,81,10,81,297,0,0,0.214285714285714,0.214285714285714,1,0.352941176470588,flann;threshold;orb;1px_1px
200,32,81,20,81,297,0,0,0.214285714285714,0.214285714285714,1,0.352941176470588,flann;threshold;orb;1px_1px
300,20,86,10,83,292,3,0,0.227513227513228,0.221333333333333,1,0.362445414847162,flann;threshold;orb;1px_1px
300,20,86,20,83,292,3,0,0.227513227513228,0.221333333333333,1,0.362445414847162,flann;threshold;orb;1px_1px
300,30,83,10,83,295,0,0,0.21957671957672,0.21957671957672,1,0.360086767895879,flann;threshold;orb;1px_1px
300,30,83,20,83,295,0,0,0.21957671957672,0.21957671957672,1,0.360086767895879,flann;threshold;orb;1px_1px
400,23,63,10,63,315,0,0,0.166666666666667,0.166666666666667,1,0.285714285714286,flann;threshold;orb;1px_1px
400,23,63,20,63,315,0,0,0.166666666666667,0.166666666666667,1,0.285714285714286,flann;threshold;orb;1px_1px
